transaction_id,model,attributed_session_id,attributed_source,utm_source,utm_medium,utm_campaign,ref_domain
ORD-20250223-112,first_click,,direct,,,,
ORD-20250223-112,last_click,,direct,,,,
ORD-20250223-121,first_click,1740330024-fdYFQVY4vQpJ-1,meta_ads,26CAE7,76E084,29AC88,
ORD-20250223-121,last_click,1740330024-fdYFQVY4vQpJ-1,meta_ads,26CAE7,76E084,29AC88,
ORD-20250223-124,first_click,,direct,,,,
ORD-20250223-124,last_click,,direct,,,,
ORD-20250223-143,first_click,1740318134-170n169CRst0-1,google_ads,,,,
ORD-20250223-143,last_click,1740318134-170n169CRst0-1,google_ads,,,,
ORD-20250223-188,first_click,1740353042-u00VNVwShqi7-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250223-188,last_click,1740353042-u00VNVwShqi7-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250223-235,first_click,,direct,,,,
ORD-20250223-235,last_click,,direct,,,,
ORD-20250223-236,first_click,1740274368-gufFljcekA4a-2,other_referrer,,,,source-ee658ef2.com
ORD-20250223-236,last_click,1740274368-gufFljcekA4a-2,other_referrer,,,,source-ee658ef2.com
ORD-20250223-250,first_click,,direct,,,,
ORD-20250223-250,last_click,,direct,,,,
ORD-20250223-281,first_click,1740268999-k1PQxqt-fODp-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250223-281,last_click,1740268999-k1PQxqt-fODp-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250223-339,first_click,1740280410-ag6Ycljew8aX-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250223-339,last_click,1740280410-ag6Ycljew8aX-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250223-391,first_click,,direct,,,,
ORD-20250223-391,last_click,,direct,,,,
ORD-20250223-393,first_click,,direct,,,,
ORD-20250223-393,last_click,,direct,,,,
ORD-20250223-402,first_click,,direct,,,,
ORD-20250223-402,last_click,,direct,,,,
ORD-20250223-411,first_click,1740331321-r0oNQ2MSMJj1-1,utm_tagged,B49B20,9A780E,BFE74A,
ORD-20250223-411,last_click,1740331321-r0oNQ2MSMJj1-1,utm_tagged,B49B20,9A780E,BFE74A,
ORD-20250223-473,first_click,,direct,,,,
ORD-20250223-473,last_click,,direct,,,,
ORD-20250223-488,first_click,,direct,,,,
ORD-20250223-488,last_click,,direct,,,,
ORD-20250223-496,first_click,,direct,,,,
ORD-20250223-496,last_click,,direct,,,,
ORD-20250223-633,first_click,,direct,,,,
ORD-20250223-633,last_click,,direct,,,,
ORD-20250223-648,first_click,1740283703-BeA3uOhllnoW-1,google_ads,,,,
ORD-20250223-648,last_click,1740283703-BeA3uOhllnoW-3,google_ads,,,,
ORD-20250223-668,first_click,1738897592-wHdPs3e8dycN-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250223-668,last_click,1738897592-wHdPs3e8dycN-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250223-823,first_click,,direct,,,,
ORD-20250223-823,last_click,,direct,,,,
ORD-20250224-102,first_click,,direct,,,,
ORD-20250224-102,last_click,,direct,,,,
ORD-20250224-110,first_click,1740375905-ogainOy22IfS-1,google_ads,175C1C,7B4C8A,EF8CFA,
ORD-20250224-110,last_click,1740375905-ogainOy22IfS-1,google_ads,175C1C,7B4C8A,EF8CFA,
ORD-20250224-122,first_click,,direct,,,,
ORD-20250224-122,last_click,,direct,,,,
ORD-20250224-182,first_click,,direct,,,,
ORD-20250224-182,last_click,,direct,,,,
ORD-20250224-203,first_click,,direct,,,,
ORD-20250224-203,last_click,,direct,,,,
ORD-20250224-227,first_click,,direct,,,,
ORD-20250224-227,last_click,,direct,,,,
ORD-20250224-231,first_click,,direct,,,,
ORD-20250224-231,last_click,,direct,,,,
ORD-20250224-233,first_click,1740327276-e965nL-38xWN-1,microsoft_ads,175C1C,7B4C8A,EF8CFA,
ORD-20250224-233,last_click,1740327276-e965nL-38xWN-3,microsoft_ads,175C1C,7B4C8A,EF8CFA,
ORD-20250224-242,first_click,,direct,,,,
ORD-20250224-242,last_click,,direct,,,,
ORD-20250224-248,first_click,1740416598-nykttCSDtxUO-1,utm_tagged,E9B8A9,7B4C8A,,
ORD-20250224-248,last_click,1740416598-nykttCSDtxUO-1,utm_tagged,E9B8A9,7B4C8A,,
ORD-20250224-272,first_click,,direct,,,,
ORD-20250224-272,last_click,,direct,,,,
ORD-20250224-298,first_click,1740153262-W9ba7W8Fyqbj-1,utm_tagged,5DB016,9A780E,FECBE3,
ORD-20250224-298,last_click,1740153262-W9ba7W8Fyqbj-1,utm_tagged,5DB016,9A780E,FECBE3,
ORD-20250224-315,first_click,1740419966-ekW7LffQY_mQ-1,other_referrer,,,,source-ee658ef2.com
ORD-20250224-315,last_click,1740419966-ekW7LffQY_mQ-1,other_referrer,,,,source-ee658ef2.com
ORD-20250224-318,first_click,,direct,,,,
ORD-20250224-318,last_click,,direct,,,,
ORD-20250224-333,first_click,,direct,,,,
ORD-20250224-333,last_click,,direct,,,,
ORD-20250224-346,first_click,,direct,,,,
ORD-20250224-346,last_click,,direct,,,,
ORD-20250224-361,first_click,,direct,,,,
ORD-20250224-361,last_click,,direct,,,,
ORD-20250224-363,first_click,1740268999-k1PQxqt-fODp-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250224-363,last_click,1740268999-k1PQxqt-fODp-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250224-379,first_click,1740354406-05uJBqjzNLCr-1,google_ads,175C1C,7B4C8A,BD3937,
ORD-20250224-379,last_click,1740354406-05uJBqjzNLCr-1,google_ads,175C1C,7B4C8A,BD3937,
ORD-20250224-382,first_click,1740410100-6Pc-00Mf6SHj-1,other_referrer,,,,source-ee658ef2.com
ORD-20250224-382,last_click,1740410100-6Pc-00Mf6SHj-1,other_referrer,,,,source-ee658ef2.com
ORD-20250224-395,first_click,,direct,,,,
ORD-20250224-395,last_click,,direct,,,,
ORD-20250224-404,first_click,,direct,,,,
ORD-20250224-404,last_click,,direct,,,,
ORD-20250224-411,first_click,,direct,,,,
ORD-20250224-411,last_click,,direct,,,,
ORD-20250224-431,first_click,1740426329-uHYSiBnw3oSI-1,google_ads,175C1C,7B4C8A,F0454D,
ORD-20250224-431,last_click,1740426329-uHYSiBnw3oSI-1,google_ads,175C1C,7B4C8A,F0454D,
ORD-20250224-958,first_click,1740435325-OQW2KrRz-f87-1,google_ads,,,,
ORD-20250224-958,last_click,1740435325-OQW2KrRz-f87-1,google_ads,,,,
ORD-20250224-959,first_click,,direct,,,,
ORD-20250224-959,last_click,,direct,,,,
ORD-20250225-118,first_click,1740509552-1fvZUL45Eik0-1,google_ads,175C1C,7B4C8A,E495FD,
ORD-20250225-118,last_click,1740509552-1fvZUL45Eik0-1,google_ads,175C1C,7B4C8A,E495FD,
ORD-20250225-155,first_click,,direct,,,,
ORD-20250225-155,last_click,,direct,,,,
ORD-20250225-168,first_click,1736790828-mW3_FOMhXHNK-2,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250225-168,last_click,1736790828-mW3_FOMhXHNK-2,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250225-215,first_click,,direct,,,,
ORD-20250225-215,last_click,,direct,,,,
ORD-20250225-246,first_click,,direct,,,,
ORD-20250225-246,last_click,,direct,,,,
ORD-20250225-248,first_click,,direct,,,,
ORD-20250225-248,last_click,,direct,,,,
ORD-20250225-265,first_click,1738458171-9vJJikpUTOb1-1,utm_tagged,4CE5B2,9A780E,8F0DE1,
ORD-20250225-265,last_click,1738458171-9vJJikpUTOb1-2,utm_tagged,4CE5B2,9A780E,8F0DE1,
ORD-20250225-279,first_click,,direct,,,,
ORD-20250225-279,last_click,,direct,,,,
ORD-20250225-331,first_click,1740507907-PhSXNJEFjJgi-1,google_ads,175C1C,7B4C8A,B64CDF,
ORD-20250225-331,last_click,1740507907-PhSXNJEFjJgi-1,google_ads,175C1C,7B4C8A,B64CDF,
ORD-20250225-346,first_click,1740500274-pZRMdhL7Oatk-1,google_ads,,,,
ORD-20250225-346,last_click,1740500274-pZRMdhL7Oatk-1,google_ads,,,,
ORD-20250225-388,first_click,1740420503-CDX4af0XJcby-1,google_ads,175C1C,7B4C8A,324BB6,
ORD-20250225-388,last_click,1740420503-CDX4af0XJcby-2,google_ads,,,,
ORD-20250225-416,first_click,1740491267-r8TbUuojnRze-1,microsoft_ads,738AA8,AE24AC,A1ABA8,
ORD-20250225-416,last_click,1740491267-r8TbUuojnRze-1,microsoft_ads,738AA8,AE24AC,A1ABA8,
ORD-20250225-511,first_click,1740420503-CDX4af0XJcby-1,google_ads,175C1C,7B4C8A,324BB6,
ORD-20250225-511,last_click,1740420503-CDX4af0XJcby-2,google_ads,,,,
ORD-20250225-783,first_click,1737213027-8b0K2x6ACOek-1,utm_tagged,6C8EBC,DAFE40,B13F64,
ORD-20250225-783,last_click,1737213027-8b0K2x6ACOek-1,utm_tagged,6C8EBC,DAFE40,B13F64,
ORD-20250225-793,first_click,,direct,,,,
ORD-20250225-793,last_click,,direct,,,,
ORD-20250225-960,first_click,,direct,,,,
ORD-20250225-960,last_click,,direct,,,,
ORD-20250226-138,first_click,,direct,,,,
ORD-20250226-138,last_click,,direct,,,,
ORD-20250226-142,first_click,,direct,,,,
ORD-20250226-142,last_click,,direct,,,,
ORD-20250226-147,first_click,1740533061-59GXKhAICVW9-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250226-147,last_click,1740533061-59GXKhAICVW9-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250226-149,first_click,1740429626-KL7CIMnNyHr6-1,google_ads,,,,
ORD-20250226-149,last_click,1740429626-KL7CIMnNyHr6-2,google_organic,,,,www.google.com
ORD-20250226-158,first_click,1739571234-3McSv47Fx1Qm-1,google_ads,,,,
ORD-20250226-158,last_click,1739571234-3McSv47Fx1Qm-2,google_ads,,,,
ORD-20250226-159,first_click,1740541409-iPJ33obXCzai-1,other_referrer,,,,source-ee658ef2.com
ORD-20250226-159,last_click,1740541409-iPJ33obXCzai-1,other_referrer,,,,source-ee658ef2.com
ORD-20250226-164,first_click,,direct,,,,
ORD-20250226-164,last_click,,direct,,,,
ORD-20250226-200,first_click,,direct,,,,
ORD-20250226-200,last_click,,direct,,,,
ORD-20250226-222,first_click,1740538658-TkG9ALpxVv-y-1,google_ads,175C1C,7B4C8A,E495FD,
ORD-20250226-222,last_click,1740538658-TkG9ALpxVv-y-1,google_ads,175C1C,7B4C8A,E495FD,
ORD-20250226-286,first_click,,direct,,,,
ORD-20250226-286,last_click,,direct,,,,
ORD-20250226-354,first_click,1739722963-bM9HXRvhLpzE-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250226-354,last_click,1739722963-bM9HXRvhLpzE-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250226-359,first_click,,direct,,,,
ORD-20250226-359,last_click,,direct,,,,
ORD-20250226-367,first_click,1740506140-Tah24D5i44Yq-1,utm_tagged,0CD4C0,7B4C8A,,source-e34e0c2e.com
ORD-20250226-367,last_click,1740506140-Tah24D5i44Yq-2,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250226-400,first_click,1740609631-vmEtGqJL1NE7-1,google_ads,,,,
ORD-20250226-400,last_click,1740609631-vmEtGqJL1NE7-1,google_ads,,,,
ORD-20250227-121,first_click,1740621998-pQoM0ILasRcP-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250227-121,last_click,1740621998-pQoM0ILasRcP-1,utm_tagged,AF630F,7B4C8A,,
ORD-20250227-152,first_click,1740610642-nfEg9g1cSmKD-1,google_ads,175C1C,7B4C8A,122B43,
ORD-20250227-152,last_click,1740610642-nfEg9g1cSmKD-2,utm_tagged,F3634E,18B43C,FB365A,
ORD-20250227-184,first_click,1740526885-5A-RthRwICoW-1,google_ads,175C1C,7B4C8A,950B26,
ORD-20250227-184,last_click,1740526885-5A-RthRwICoW-2,microsoft_ads,738AA8,AE24AC,32C61E,
ORD-20250227-192,first_click,,direct,,,,
ORD-20250227-192,last_click,,direct,,,,
ORD-20250227-194,first_click,1740490652-u8qNtnGdfQWY-1,google_ads,175C1C,7B4C8A,4EC729,
ORD-20250227-194,last_click,1740490652-u8qNtnGdfQWY-1,google_ads,175C1C,7B4C8A,4EC729,
ORD-20250227-262,first_click,1740693684-3zvHMWBrzepr-1,google_ads,,,,
ORD-20250227-262,last_click,1740693684-3zvHMWBrzepr-1,google_ads,,,,
ORD-20250227-267,first_click,1740638258-21Yc1gq7Q5Vu-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250227-267,last_click,1740638258-21Yc1gq7Q5Vu-1,utm_tagged,AF630F,7B4C8A,,source-e34e0c2e.com
ORD-20250227-282,first_click,1740490652-u8qNtnGdfQWY-1,google_ads,175C1C,7B4C8A,4EC729,
ORD-20250227-282,last_click,1740490652-u8qNtnGdfQWY-1,google_ads,175C1C,7B4C8A,4EC729,
ORD-20250227-309,first_click,1740670999-K1_JtnL7_7vD-1,microsoft_ads,BABF38,7B4C8A,8A1995,
ORD-20250227-309,last_click,1740670999-K1_JtnL7_7vD-1,microsoft_ads,BABF38,7B4C8A,8A1995,
ORD-20250227-314,first_click,,direct,,,,
ORD-20250227-314,last_click,,direct,,,,
ORD-20250227-335,first_click,,direct,,,,
ORD-20250227-335,last_click,,direct,,,,
ORD-20250227-363,first_click,1739878658-VmIawT4Slalv-1,google_ads,,,,www.google.com
ORD-20250227-363,last_click,1739878658-VmIawT4Slalv-6,google_organic,,,,www.google.com
ORD-20250227-389,first_click,,direct,,,,
ORD-20250227-389,last_click,,direct,,,,
ORD-20250227-404,first_click,1739985361-5ocesE28hJ3Z-1,utm_tagged,358C98,7B4C8A,,
ORD-20250227-404,last_click,1739985361-5ocesE28hJ3Z-1,utm_tagged,358C98,7B4C8A,,
ORD-20250227-440,first_click,,direct,,,,
ORD-20250227-440,last_click,,direct,,,,
ORD-20250227-495,first_click,1739878658-VmIawT4Slalv-1,google_ads,,,,www.google.com
ORD-20250227-495,last_click,1739878658-VmIawT4Slalv-6,google_organic,,,,www.google.com
ORD-20250227-567,first_click,,direct,,,,
ORD-20250227-567,last_click,,direct,,,,
ORD-20250227-704,first_click,,direct,,,,
ORD-20250227-704,last_click,,direct,,,,
ORD-20250227-891,first_click,,direct,,,,
ORD-20250227-891,last_click,,direct,,,,
ORD-20250227-913,first_click,1740675612-syJ274dlAty2-1,google_ads,,,,www.google.com
ORD-20250227-913,last_click,1740675612-syJ274dlAty2-1,google_ads,,,,www.google.com
ORD-20250228-067,first_click,1740698008-_7WEw9tKqSlN-1,google_organic,,,,www.google.com
ORD-20250228-067,last_click,1740698008-_7WEw9tKqSlN-1,google_organic,,,,www.google.com
ORD-20250228-125,first_click,1740706745-i5FCnSeupIMN-1,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250228-125,last_click,1740706745-i5FCnSeupIMN-1,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250228-144,first_click,,direct,,,,
ORD-20250228-144,last_click,,direct,,,,
ORD-20250228-150,first_click,,direct,,,,
ORD-20250228-150,last_click,,direct,,,,
ORD-20250228-155,first_click,,direct,,,,
ORD-20250228-155,last_click,,direct,,,,
ORD-20250228-182,first_click,1740782390-pXosgji_No6J-1,google_ads,175C1C,7B4C8A,D40447,source-175c1c8e.com
ORD-20250228-182,last_click,1740782390-pXosgji_No6J-1,google_ads,175C1C,7B4C8A,D40447,source-175c1c8e.com
ORD-20250228-205,first_click,,direct,,,,
ORD-20250228-205,last_click,,direct,,,,
ORD-20250228-252,first_click,1740754381-rnBUSKHI9Gch-1,google_ads,175C1C,7B4C8A,BCC4E9,
ORD-20250228-252,last_click,1740754381-rnBUSKHI9Gch-1,google_ads,175C1C,7B4C8A,BCC4E9,
ORD-20250228-253,first_click,,direct,,,,
ORD-20250228-253,last_click,,direct,,,,
ORD-20250228-259,first_click,1740759808-Ba9JxzYLgSNp-1,google_ads,175C1C,7B4C8A,BCC4E9,source-175c1c8e.com
ORD-20250228-259,last_click,1740759808-Ba9JxzYLgSNp-1,google_ads,175C1C,7B4C8A,BCC4E9,source-175c1c8e.com
ORD-20250228-261,first_click,1740775337-VbaIKeXLSFlT-1,utm_tagged,784F03,7B4C8A,,
ORD-20250228-261,last_click,1740775337-VbaIKeXLSFlT-1,utm_tagged,784F03,7B4C8A,,
ORD-20250228-293,first_click,1738979354-oafNfBd0b1z2-1,google_ads,,,,www.google.com
ORD-20250228-293,last_click,1738979354-oafNfBd0b1z2-2,utm_tagged,18F8FA,9A780E,504D81,
ORD-20250228-316,first_click,1740759472-gvTG1KX2FKwX-1,other_referrer,,,,source-ee658ef2.com
ORD-20250228-316,last_click,1740759472-gvTG1KX2FKwX-1,other_referrer,,,,source-ee658ef2.com
ORD-20250228-318,first_click,,direct,,,,
ORD-20250228-318,last_click,,direct,,,,
ORD-20250228-319,first_click,1740748127-_-MVAL9cOASK-1,microsoft_ads,738AA8,AE24AC,32C61E,
ORD-20250228-319,last_click,1740748127-_-MVAL9cOASK-1,microsoft_ads,738AA8,AE24AC,32C61E,
ORD-20250228-326,first_click,,direct,,,,
ORD-20250228-326,last_click,,direct,,,,
ORD-20250228-388,first_click,,direct,,,,
ORD-20250228-388,last_click,,direct,,,,
ORD-20250228-652,first_click,1740601365-F_PJluoyOSds-1,microsoft_ads,175C1C,7B4C8A,534988,
ORD-20250228-652,last_click,1740601365-F_PJluoyOSds-3,utm_tagged,1FF2BD,AE24AC,0C90FC,source-b1d88847.com
ORD-20250228-926,first_click,1740712304-4NR4XpCJLOX_-1,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250228-926,last_click,1740712304-4NR4XpCJLOX_-1,utm_tagged,3F8844,9A780E,7B0203,
ORD-20250301-109,first_click,,direct,,,,
ORD-20250301-109,last_click,,direct,,,,
ORD-20250301-141,first_click,,direct,,,,
ORD-20250301-141,last_click,,direct,,,,
ORD-20250301-158,first_click,1740797092-DNdkS2c78b2l-1,google_ads,175C1C,7B4C8A,400396,source-175c1c8e.com
ORD-20250301-158,last_click,1740797092-DNdkS2c78b2l-1,google_ads,175C1C,7B4C8A,400396,source-175c1c8e.com
ORD-20250301-176,first_click,,direct,,,,
ORD-20250301-176,last_click,,direct,,,,
ORD-20250301-178,first_click,,direct,,,,
ORD-20250301-178,last_click,,direct,,,,
ORD-20250301-180,first_click,1740804330-s6eb6pejZKvW-1,google_ads,,,92B61F,www.google.com
ORD-20250301-180,last_click,1740804330-s6eb6pejZKvW-1,google_ads,,,92B61F,www.google.com
ORD-20250301-199,first_click,,direct,,,,
ORD-20250301-199,last_click,,direct,,,,
ORD-20250301-223,first_click,1739840232-Qa5gyk_Kwh5w-1,microsoft_ads,BABF38,7B4C8A,423312,
ORD-20250301-223,last_click,1739840232-Qa5gyk_Kwh5w-2,utm_tagged,C20151,DAFE40,C10E62,
ORD-20250301-229,first_click,1737588711-y19MZTLwAlS_-1,google_ads,,,,www.google.com
ORD-20250301-229,last_click,1737588711-y19MZTLwAlS_-1,google_ads,,,,www.google.com
ORD-20250301-233,first_click,1740796696-0_aTFzHCtICo-1,google_organic,,,,www.google.com
ORD-20250301-233,last_click,1740796696-0_aTFzHCtICo-1,google_organic,,,,www.google.com
ORD-20250301-260,first_click,1740667284-F32gz9hh9Rnx-2,utm_tagged,18F8FA,9A780E,DC89C5,
ORD-20250301-260,last_click,1740667284-F32gz9hh9Rnx-2,utm_tagged,18F8FA,9A780E,DC89C5,
ORD-20250301-279,first_click,,direct,,,,
ORD-20250301-279,last_click,,direct,,,,
ORD-20250301-282,first_click,,direct,,,,
ORD-20250301-282,last_click,,direct,,,,
ORD-20250301-289,first_click,1740791190-Ao77naCCTRrE-1,other_referrer,,,,source-175c1c8e.com
ORD-20250301-289,last_click,1740791190-Ao77naCCTRrE-1,other_referrer,,,,source-175c1c8e.com
ORD-20250301-292,first_click,1740846664-0S7NXvvMULZD-1,google_organic,,,,www.google.com
ORD-20250301-292,last_click,1740846664-0S7NXvvMULZD-1,google_organic,,,,www.google.com
ORD-20250301-293,first_click,,direct,,,,
ORD-20250301-293,last_click,,direct,,,,
ORD-20250301-341,first_click,,direct,,,,
ORD-20250301-341,last_click,,direct,,,,
ORD-20250301-350,first_click,1740803155-daNFsOIYXY1c-1,google_ads,175C1C,7B4C8A,D9FB41,source-175c1c8e.com
ORD-20250301-350,last_click,1740803155-daNFsOIYXY1c-1,google_ads,175C1C,7B4C8A,D9FB41,source-175c1c8e.com
ORD-20250301-355,first_click,1740841019-Yww4CLkr1eCr-1,google_ads,,,,www.google.com
ORD-20250301-355,last_click,1740841019-Yww4CLkr1eCr-1,google_ads,,,,www.google.com
ORD-20250301-368,first_click,1739840232-Qa5gyk_Kwh5w-1,microsoft_ads,BABF38,7B4C8A,423312,
ORD-20250301-368,last_click,1739840232-Qa5gyk_Kwh5w-2,utm_tagged,C20151,DAFE40,C10E62,
ORD-20250301-394,first_click,1740810559-Q0alwUWa0jP4-1,google_organic,,,,www.google.com
ORD-20250301-394,last_click,1740810559-Q0alwUWa0jP4-1,google_organic,,,,www.google.com
ORD-20250301-407,first_click,,direct,,,,
ORD-20250301-407,last_click,,direct,,,,
ORD-20250301-425,first_click,,direct,,,,
ORD-20250301-425,last_click,,direct,,,,
ORD-20250301-476,first_click,,direct,,,,
ORD-20250301-476,last_click,,direct,,,,
ORD-20250301-510,first_click,,direct,,,,
ORD-20250301-510,last_click,,direct,,,,
ORD-20250301-725,first_click,1740849441-me24-pRj7pwU-1,microsoft_ads,BABF38,7B4C8A,7A05B8,
ORD-20250301-725,last_click,1740849441-me24-pRj7pwU-2,microsoft_ads,BABF38,7B4C8A,7A05B8,
ORD-20250301-742,first_click,1740774713-GA3CAYMwty2k-1,utm_tagged,039995,9A780E,7DDDFD,
ORD-20250301-742,last_click,1740774713-GA3CAYMwty2k-1,utm_tagged,039995,9A780E,7DDDFD,
ORD-20250301-789,first_click,,direct,,,,
ORD-20250301-789,last_click,,direct,,,,
ORD-20250302-161,first_click,,direct,,,,
ORD-20250302-161,last_click,,direct,,,,
ORD-20250302-182,first_click,,direct,,,,
